"x","ale","Scenario","Feature","Model"
1.1193828381021,3.94018280519511,"Sigmoid","X4","oracle"
1.50096821059695,4.5989628118807,"Sigmoid","X4","oracle"
2.29372909588597,5.04380572644659,"Sigmoid","X4","oracle"
-2.27845250891265,-2.21982163843481,"Sigmoid","X5","sebart"
-1.43960745145306,-1.54696159961898,"Sigmoid","X5","sebart"
-1.23750898542077,-1.43849078355956,"Sigmoid","X5","sebart"
-1.06168358921144,-1.23489265583212,"Sigmoid","X5","sebart"
-0.837554238048094,-1.15540417324319,"Sigmoid","X5","sebart"
-0.622064350678632,-1.07056676743681,"Sigmoid","X5","sebart"
-0.485516842778902,-0.652369382942536,"Sigmoid","X5","sebart"
-0.370216171676055,-0.165304176874544,"Sigmoid","X5","sebart"
-0.244274626653552,0.0803865217467872,"Sigmoid","X5","sebart"
-0.0951954624353341,0.16944198109013,"Sigmoid","X5","sebart"
0.0688189096321526,0.225746040751441,"Sigmoid","X5","sebart"
0.20135148916987,0.278893619099522,"Sigmoid","X5","sebart"
0.277548109799557,0.289780604704529,"Sigmoid","X5","sebart"
0.401208826572405,0.349838244008238,"Sigmoid","X5","sebart"
0.546728531739256,0.600694086848034,"Sigmoid","X5","sebart"
0.719668173671672,0.903261481317049,"Sigmoid","X5","sebart"
0.971212255844003,1.10700266965268,"Sigmoid","X5","sebart"
1.22282637000593,1.48255837739707,"Sigmoid","X5","sebart"
1.52246525031867,1.83615117167906,"Sigmoid","X5","sebart"
2.73905506839709,1.76297665076565,"Sigmoid","X5","sebart"
-2.27845250891265,-1.76340388771872,"Sigmoid","X5","bart"
-1.43960745145306,-1.52082346128583,"Sigmoid","X5","bart"
-1.23750898542077,-1.34474805132794,"Sigmoid","X5","bart"
-1.06168358921144,-1.12903528598731,"Sigmoid","X5","bart"
-0.837554238048094,-0.921874085817495,"Sigmoid","X5","bart"
-0.622064350678632,-0.695324726211372,"Sigmoid","X5","bart"
-0.485516842778902,-0.478515728269865,"Sigmoid","X5","bart"
-0.370216171676055,-0.201487106244727,"Sigmoid","X5","bart"
-0.244274626653552,0.0221172978906703,"Sigmoid","X5","bart"
-0.0951954624353341,0.168166034220033,"Sigmoid","X5","bart"
0.0688189096321526,0.387984486854892,"Sigmoid","X5","bart"
0.20135148916987,0.556002861350489,"Sigmoid","X5","bart"
0.277548109799557,0.614441609211672,"Sigmoid","X5","bart"
0.401208826572405,0.675708723044578,"Sigmoid","X5","bart"
0.546728531739256,0.747771123172361,"Sigmoid","X5","bart"
0.719668173671672,0.801967434991694,"Sigmoid","X5","bart"
0.971212255844003,0.857877823934523,"Sigmoid","X5","bart"
1.22282637000593,0.96241903052503,"Sigmoid","X5","bart"
1.52246525031867,1.05684997487669,"Sigmoid","X5","bart"
2.73905506839709,0.857185775030439,"Sigmoid","X5","bart"
-2.27845250891265,-4.38201021683834,"Sigmoid","X5","oracle"
-1.43960745145306,-2.54118503188353,"Sigmoid","X5","oracle"
-1.23750898542077,-1.95888141250971,"Sigmoid","X5","oracle"
-1.06168358921144,-1.61106167375781,"Sigmoid","X5","oracle"
-0.837554238048094,-1.36756094658901,"Sigmoid","X5","oracle"
-0.622064350678632,-1.17469202169376,"Sigmoid","X5","oracle"
-0.485516842778902,-0.789911483411161,"Sigmoid","X5","oracle"
-0.370216171676055,-0.323142092166769,"Sigmoid","X5","oracle"
-0.244274626653552,-0.0158116561434474,"Sigmoid","X5","oracle"
-0.0951954624353341,0.262626741089053,"Sigmoid","X5","oracle"
0.0688189096321526,0.468847715754531,"Sigmoid","X5","oracle"
0.20135148916987,0.618769376325311,"Sigmoid","X5","oracle"
0.277548109799557,0.652964509135716,"Sigmoid","X5","oracle"
0.401208826572405,0.677936423673413,"Sigmoid","X5","oracle"
0.546728531739256,0.76265802554905,"Sigmoid","X5","oracle"
0.719668173671672,0.939940861674734,"Sigmoid","X5","oracle"
0.971212255844003,1.47097023539422,"Sigmoid","X5","oracle"
1.22282637000593,2.0752075660023,"Sigmoid","X5","oracle"
1.52246525031867,2.34682447035187,"Sigmoid","X5","oracle"
2.73905506839709,3.82634195621919,"Sigmoid","X5","oracle"
-2.35915370275864,-0.11330257373091,"Sigmoid","X6","sebart"
-1.26917600875342,-0.272137359957709,"Sigmoid","X6","sebart"
-1.04813392121588,-0.128061150603254,"Sigmoid","X6","sebart"
-0.891898457268765,-0.0186245633637424,"Sigmoid","X6","sebart"
-0.771234021128272,0.072420490223882,"Sigmoid","X6","sebart"
-0.62352071924672,0.218852301365798,"Sigmoid","X6","sebart"
-0.47678066784641,0.346338325796322,"Sigmoid","X6","sebart"
-0.371422202210713,0.373586179700918,"Sigmoid","X6","sebart"
-0.254586204352109,0.118882091610518,"Sigmoid","X6","sebart"
-0.0617462524085463,-0.101797695697586,"Sigmoid","X6","sebart"
0.10872717130449,-0.0728812000006171,"Sigmoid","X6","sebart"
0.201021329225929,-0.0724189567619269,"Sigmoid","X6","sebart"
0.288295596262992,-0.0323623123273387,"Sigmoid","X6","sebart"
0.418120581532302,0.0904409412062998,"Sigmoid","X6","sebart"
0.552765132195567,0.181551289467078,"Sigmoid","X6","sebart"
0.728861093776243,0.164303885526543,"Sigmoid","X6","sebart"
1.03230413688395,0.0584927018363057,"Sigmoid","X6","sebart"
1.32803852449384,-0.0404753741474448,"Sigmoid","X6","sebart"
1.57784916984275,-0.184582179555303,"Sigmoid","X6","sebart"
1.9682917558392,-0.484516506093069,"Sigmoid","X6","sebart"
-2.35915370275864,-0.0971326082801421,"Sigmoid","X6","bart"
-1.26917600875342,-0.0179461775152508,"Sigmoid","X6","bart"
-1.04813392121588,0.0397652113455858,"Sigmoid","X6","bart"
-0.891898457268765,0.105392948698637,"Sigmoid","X6","bart"
-0.771234021128272,0.141467935916892,"Sigmoid","X6","bart"
-0.62352071924672,0.176823486566841,"Sigmoid","X6","bart"
-0.47678066784641,0.196067193094837,"Sigmoid","X6","bart"
-0.371422202210713,0.189346603833613,"Sigmoid","X6","bart"
-0.254586204352109,0.0937695415825941,"Sigmoid","X6","bart"
-0.0617462524085463,-0.0302891182928853,"Sigmoid","X6","bart"
0.10872717130449,-0.0772107716662526,"Sigmoid","X6","bart"
0.201021329225929,-0.0896798998192448,"Sigmoid","X6","bart"
0.288295596262992,-0.0738705052651904,"Sigmoid","X6","bart"
0.418120581532302,-0.0523832018709401,"Sigmoid","X6","bart"
0.552765132195567,-0.0675596127898867,"Sigmoid","X6","bart"
0.728861093776243,-0.0668169497911805,"Sigmoid","X6","bart"
1.03230413688395,-0.0263697916891194,"Sigmoid","X6","bart"
1.32803852449384,-0.0167346400932439,"Sigmoid","X6","bart"
1.57784916984275,-0.0623372199544911,"Sigmoid","X6","bart"
1.9682917558392,-0.24979828196469,"Sigmoid","X6","bart"
-2.35915370275864,0,"Sigmoid","X6","oracle"
-1.26917600875342,0,"Sigmoid","X6","oracle"
-1.04813392121588,0,"Sigmoid","X6","oracle"
-0.891898457268765,0,"Sigmoid","X6","oracle"
-0.771234021128272,0,"Sigmoid","X6","oracle"
-0.62352071924672,0,"Sigmoid","X6","oracle"
-0.47678066784641,0,"Sigmoid","X6","oracle"
-0.371422202210713,0,"Sigmoid","X6","oracle"
-0.254586204352109,0,"Sigmoid","X6","oracle"
-0.0617462524085463,0,"Sigmoid","X6","oracle"
0.10872717130449,0,"Sigmoid","X6","oracle"
0.201021329225929,0,"Sigmoid","X6","oracle"
0.288295596262992,0,"Sigmoid","X6","oracle"
0.418120581532302,0,"Sigmoid","X6","oracle"
0.552765132195567,0,"Sigmoid","X6","oracle"
0.728861093776243,0,"Sigmoid","X6","oracle"
1.03230413688395,0,"Sigmoid","X6","oracle"
1.32803852449384,0,"Sigmoid","X6","oracle"
1.57784916984275,0,"Sigmoid","X6","oracle"
1.9682917558392,0,"Sigmoid","X6","oracle"
-2.14634737948441,0.500225725099523,"Sigmoid","X7","sebart"
-1.64981889890063,0.658113758429831,"Sigmoid","X7","sebart"
-1.28006901498608,0.345689479182963,"Sigmoid","X7","sebart"
-1.01303384392006,-0.0150868078043563,"Sigmoid","X7","sebart"
-0.847951304644243,-0.0551716263937874,"Sigmoid","X7","sebart"
-0.668879181211216,0.10849418386064,"Sigmoid","X7","sebart"
-0.514775802775752,0.207761863996591,"Sigmoid","X7","sebart"
-0.405830596614375,0.219332841419998,"Sigmoid","X7","sebart"
-0.305035622109294,0.28331469375874,"Sigmoid","X7","sebart"
-0.186663010879371,0.321624923930696,"Sigmoid","X7","sebart"
-0.0427948047692044,0.251976265369623,"Sigmoid","X7","sebart"
0.129957458899019,-0.0111281961642749,"Sigmoid","X7","sebart"
0.274785508660097,-0.228909803315383,"Sigmoid","X7","sebart"
0.398147555121415,-0.244125950949125,"Sigmoid","X7","sebart"
0.575321167337013,-0.283707391463579,"Sigmoid","X7","sebart"
0.757018659207728,-0.28891002146152,"Sigmoid","X7","sebart"
0.927848146554057,-0.372773946374341,"Sigmoid","X7","sebart"
