"Scenario","Iteration","N_train","ISE_raw_mean","ISE_raw_expected","ISE_adjusted_mean","ISE_adjusted_expected","Mu_mean","Sigma_mean"
"arctangent",33,200,2284.71384898949,2284.73066920342,20735.2162107868,20957.5675894635,0.129248528276679,0.33554077999175
"arctangent",34,200,2179.6651430582,2179.6815917205,26136.3354311075,26438.8187864766,0.204938623038487,0.292171972626132
"arctangent",35,200,2061.32520486399,2061.34099029915,24072.3571739562,24262.757575287,0.0522578105144328,0.294929156070667
"arctangent",36,200,2172.32480719849,2172.33946088529,18818.0997902249,19024.3724691295,0.0808407088383032,0.343454471861697
"arctangent",37,200,1689.44580495084,1689.46134800493,16835.151992933,17021.3381814863,0.0729810734689143,0.320216529452929
"arctangent",38,200,1675.11345006977,1675.13095649159,19363.7232112108,19602.9146276714,0.116433125719053,0.297653619088098
"arctangent",39,200,1616.97700518883,1616.99323274112,17590.6767676377,17767.6854529707,0.145735707560988,0.306286689509394
"arctangent",40,200,1570.74081518989,1570.75590781855,16968.1192615459,17140.8936988017,-0.0096245061476232,0.307251712892138
"arctangent",41,200,2214.99271985278,2215.0092114152,22502.1527460431,22746.2624342095,0.17419808590143,0.317099592848805
"arctangent",42,200,1687.43319593417,1687.44858061592,19179.2149449534,19397.6792209299,0.155186840705159,0.299960818997944
"arctangent",43,200,1904.6047614218,1904.61949553249,17710.4035052767,17887.094245142,0.138055913177584,0.331182699690263
"arctangent",44,200,1870.91074213163,1870.92582637297,15923.2631050282,16084.5190258798,0.0521121750883698,0.346254176967741
"arctangent",45,200,2086.43724454745,2086.45274631141,20504.9164986772,20697.73990153,0.0989854698341852,0.321945016593187
"arctangent",46,200,2316.71327725495,2316.72994037919,30491.6233673138,30888.9704728433,-0.0527449569975569,0.279243673342583
"arctangent",47,200,2017.09290502737,2017.10844703526,23937.1055299713,24238.3724215197,0.112211877891711,0.293884236945
"arctangent",48,200,1201.66563775276,1201.68158729036,15278.870698467,15449.4890752329,-0.0202574162631562,0.283541494200605
"arctangent",49,200,2205.26619537182,2205.28209477841,22235.7268790756,22478.6366853702,0.0233215882306495,0.318388940707246
"arctangent",50,200,2188.95924970196,2188.97397508157,28544.036088973,28852.5782568124,0.106778679508424,0.279879578898983
"arctangent",51,200,1773.52385610549,1773.54058777413,23333.6542085988,23665.751672821,-0.0213614428587112,0.279520526691944
"arctangent",52,200,1554.24285456715,1554.25834174094,15744.2934332281,15919.5461032679,0.20533898039009,0.317694501290731
"arctangent",53,200,1809.03530742262,1809.05234575832,17935.0593125178,18107.8347638362,0.087099319456271,0.320674471491852
"arctangent",54,200,1878.64158533614,1878.65714506827,21648.7376987362,21852.2101085816,0.0867456786894971,0.297348205230236
"arctangent",55,200,1484.07381308848,1484.08915414727,17858.0758752436,18039.4777637943,0.111480101282287,0.291163690412424
"arctangent",56,200,1483.61714403807,1483.63265891774,16700.3409298453,16875.9189862593,0.121708230519219,0.301144310956246
"arctangent",57,200,1891.21868626167,1891.23351226611,20305.0018875419,20511.3477267128,0.107985137073873,0.308272284412442
"arctangent",58,200,2226.0933106512,2226.10933067692,28358.0247985511,28618.5894375216,0.00568836202756173,0.282728952775719
"arctangent",59,200,1212.10023443988,1212.11672290272,8830.47909521335,8907.23998633857,-0.0112720929691589,0.373672008383143
"arctangent",60,200,1435.49605683662,1435.50996891639,16595.0469794813,16758.4919889079,0.141721174547788,0.296980476088035
"arctangent",61,200,2507.67163419172,2507.68900592428,24163.1025255693,24411.7101519695,0.0062906452912475,0.325475211414146
